--------- beginning of main
06-01 10:10:17.244 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.279 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.314 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.352 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.388 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.422 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.458 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.499 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.534 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.569 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.605 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.640 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.677 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.712 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.748 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.783 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.818 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.856 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.891 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.926 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:17.965 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.002 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.036 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.075 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.110 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.145 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.180 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.216 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.251 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.286 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.323 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.360 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.396 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.435 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.475 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.510 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.549 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.585 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.620 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.655 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.690 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.728 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.763 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.802 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.841 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.876 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.912 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.947 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:18.983 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.019 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.054 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.088 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.123 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.158 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.193 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.234 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.268 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.304 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.343 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.380 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.415 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.450 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.486 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.523 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.558 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.593 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.632 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.669 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.703 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.740 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.780 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.816 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.851 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.887 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.922 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.959 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:19.995 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.048 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.086 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.123 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.157 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.192 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.227 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.263 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.298 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.333 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.372 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.407 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.454 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.490 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.525 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.560 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.594 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.629 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.664 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.700 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.734 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.769 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.809 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.856 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.891 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.926 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.960 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:20.995 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.030 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.065 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.103 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.138 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.173 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.213 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.248 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.291 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.325 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.360 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.395 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.430 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.470 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.505 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.540 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.575 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.612 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.647 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.687 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.729 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.764 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.799 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.834 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.869 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.907 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.942 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:21.977 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.012 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.051 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.086 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.121 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.158 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.198 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.233 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.267 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.310 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.345 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.380 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.417 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.471 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.539 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.573 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.608 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.644 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.679 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.715 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.750 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.788 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.823 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.859 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.897 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.932 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:22.966 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.004 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.040 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.075 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.110 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.145 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.181 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.217 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.259 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.294 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.329 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.367 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.403 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.438 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.473 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.508 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.546 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.581 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.618 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.662 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.699 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.736 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.772 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.809 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.844 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.881 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.917 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.953 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:23.988 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.023 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.059 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.096 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.132 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.167 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.206 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.243 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.278 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.314 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.349 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.384 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.419 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.466 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.502 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.537 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.575 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.616 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.650 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.686 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.724 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.759 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.794 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.829 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.872 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.908 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.945 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:24.980 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.017 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.052 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.088 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.125 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.160 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.196 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.232 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.267 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.304 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.339 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.373 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.408 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.443 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.479 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.520 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.556 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.591 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.626 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.661 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.696 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.730 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.741 W/MjpegCameraSource( 5183): ESP32 스트림 탐색 실패 — 3000ms 후 재시도
06-01 10:10:25.766 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.802 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.838 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.875 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.912 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.947 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:25.986 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.023 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.058 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.092 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.130 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.167 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.203 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.238 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.273 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.310 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.346 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.381 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.416 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.456 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.492 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.529 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.565 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.602 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.637 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.672 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.708 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.744 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.782 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.821 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.859 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.894 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.930 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:26.965 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.001 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.037 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.072 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.108 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.143 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.178 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.214 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.251 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.285 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.327 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.364 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.399 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.436 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.471 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.506 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.541 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.587 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.623 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.657 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.695 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.732 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.768 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.803 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.847 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.882 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.918 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.958 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:27.993 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.036 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.072 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.107 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.145 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.180 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.216 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.251 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.286 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.323 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.360 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.395 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.430 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.468 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.506 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.542 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.577 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.612 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.647 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.682 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.717 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.754 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.789 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.824 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.863 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.898 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.933 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:28.971 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.012 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.051 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.086 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.122 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.158 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.209 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.245 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.280 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.314 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.350 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.385 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.420 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.457 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.492 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.527 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.569 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.612 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.648 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.683 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.718 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.754 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.789 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.824 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.859 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.894 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.929 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:29.973 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.024 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.059 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.095 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.130 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.165 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.200 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.238 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.274 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.310 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.347 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.383 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.418 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.453 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.488 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.523 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.559 V/GeospatialService( 5183): Camera 상태: PAUSED
06-01 10:10:30.594 V/GeospatialService( 5183): Camera 상태: PAUSED
